Age,Age_Group,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,DistanceFromHome,Commute_Category,MonthlyIncome,Income_Band,PercentSalaryHike,Hike_Category,StockOptionLevel,JobSatisfaction,JobInvolvement,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,YearsAtCompany,Experience_Band,YearsInCurrentRole,Role_Stability,YearsSinceLastPromotion,Promotion_Status,YearsWithCurrManager,Manager_Relationship,NumCompaniesWorked,Career_Mobility,TotalWorkingYears,TrainingTimesLastYear,OverTime,Attrition
37,Senior,Male,Divorced,College,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,5,Nearby,6347,Senior Level,16,Good Hike (16-20%),2,Highly Satisfied,Engaged,Excellent,Good,Fair,Exceeds Expectations,6,Experienced,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),7,Frequent Mover (6+),8,2,No,No
38,Senior,Male,Divorced,College,Life Sciences,Research & Development,Research Director,3,Travel_Rarely,15,Moderate,11510,Executive Level,14,Standard Hike (11-15%),1,Highly Satisfied,Casually Engaged,Above Standard,Fair,Good,Exceeds Expectations,11,Veteran,10,Critical Risk (8+ yrs),2,Due for Review (2-3 yrs),9,Long Term (8+ yrs),0,First Job,12,3,Yes,No
31,Mid Career,Female,Single,Master,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,7,Moderate,7143,Senior Level,14,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Above Standard,Good,Fair,Exceeds Expectations,11,Veteran,9,Critical Risk (8+ yrs),4,Overdue (4-6 yrs),10,Long Term (8+ yrs),1,Early Career Mover (1-2),11,2,Yes,No
29,Mid Career,Female,Divorced,Below College,Marketing,Sales,Sales Executive,2,Travel_Rarely,10,Moderate,8268,Senior Level,14,Standard Hike (11-15%),2,Content,Casually Engaged,Excellent,Poor,Good,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),7,2,Yes,No
35,Mid Career,Male,Single,Master,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,5,Nearby,8095,Senior Level,13,Standard Hike (11-15%),0,Content,Engaged,Above Standard,Excellent,Good,Exceeds Expectations,16,Veteran,6,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),13,Long Term (8+ yrs),0,First Job,17,5,No,No
23,Early Career,Male,Divorced,Below College,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,26,Far,2904,Entry Level,12,Standard Hike (11-15%),2,Highly Satisfied,Engaged,Above Standard,Good,Fair,Exceeds Expectations,4,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),4,2,No,No
41,Senior,Male,Single,Bachelor,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,6,Moderate,6032,Senior Level,15,Standard Hike (11-15%),0,Content,Casually Engaged,Excellent,Excellent,Good,Exceeds Expectations,5,Established,4,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),6,Frequent Mover (6+),8,3,Yes,No
47,Experienced,Male,Single,Below College,Medical,Sales,Sales Representative,2,Travel_Frequently,4,Nearby,2976,Entry Level,19,Good Hike (16-20%),0,Satisfied,Engaged,Standard,Poor,Good,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),3,Experienced Mover (3-5),5,3,No,No
42,Senior,Female,Single,Doctor,Life Sciences,Research & Development,Research Director,4,Travel_Rarely,23,Far,15992,Executive Level,14,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Below Standard,Fair,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),2,Early Career Mover (1-2),16,2,No,No
29,Mid Career,Male,Married,Bachelor,Life Sciences,Sales,Sales Executive,2,Non-Travel,2,Nearby,4649,Mid Level,14,Standard Hike (11-15%),1,Satisfied,Engaged,Excellent,Poor,Fair,Exceeds Expectations,4,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),4,3,No,No
42,Senior,Male,Divorced,Below College,Technical Degree,Human Resources,Human Resources,1,Travel_Rarely,2,Nearby,2696,Entry Level,11,Standard Hike (11-15%),1,Satisfied,Engaged,Above Standard,Good,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),0,First Job,4,5,Yes,No
32,Mid Career,Female,Married,Bachelor,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2,Nearby,2370,Entry Level,13,Standard Hike (11-15%),1,Content,Engaged,Above Standard,Good,Good,Exceeds Expectations,8,Experienced,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),8,4,No,No
48,Experienced,Female,Married,Below College,Medical,Sales,Manager,3,Travel_Rarely,29,Far,12504,Executive Level,21,Excellent Hike (20+%),1,Satisfied,Engaged,Below Standard,Fair,Poor,Outstanding,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),3,Experienced Mover (3-5),15,3,No,No
37,Senior,Male,Divorced,Bachelor,Medical,Research & Development,Research Scientist,2,Travel_Rarely,6,Moderate,5974,Mid Level,13,Standard Hike (11-15%),2,Dissatisfied,Highly Engaged,Above Standard,Poor,Good,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),6,Overdue (4-6 yrs),7,Stable (5-7 yrs),4,Experienced Mover (3-5),13,2,Yes,No
30,Mid Career,Female,Married,College,Technical Degree,Sales,Sales Executive,2,Non-Travel,25,Far,4736,Mid Level,12,Standard Hike (11-15%),1,Satisfied,Engaged,Excellent,Fair,Excellent,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),7,Frequent Mover (6+),4,2,Yes,No
26,Mid Career,Male,Married,Bachelor,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,1,Nearby,5296,Mid Level,17,Good Hike (16-20%),1,Satisfied,Engaged,Above Standard,Fair,Good,Exceeds Expectations,8,Experienced,7,Stagnant Risk (5-7 yrs),7,Critically Overdue (7+ yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),8,3,No,No
42,Senior,Male,Single,Master,Other,Research & Development,Healthcare Representative,2,Travel_Rarely,2,Nearby,6781,Senior Level,23,Excellent Hike (20+%),0,Highly Satisfied,Casually Engaged,Below Standard,Fair,Good,Outstanding,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),3,Experienced Mover (3-5),14,6,No,No
21,Early Career,Female,Single,Below College,Technical Degree,Sales,Sales Representative,1,Travel_Frequently,1,Nearby,2174,Entry Level,11,Standard Hike (11-15%),0,Content,Casually Engaged,Below Standard,Good,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),3,3,Yes,Yes
36,Senior,Female,Single,Doctor,Medical,Sales,Sales Executive,2,Non-Travel,1,Nearby,6653,Senior Level,15,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),4,Experienced Mover (3-5),7,6,No,No
36,Senior,Male,Married,Master,Medical,Sales,Sales Executive,3,Travel_Frequently,3,Nearby,9699,Senior Level,11,Standard Hike (11-15%),1,Highly Satisfied,Casually Engaged,Below Standard,Poor,Good,Exceeds Expectations,13,Veteran,9,Critical Risk (8+ yrs),1,Recently Promoted (0-1 yrs),12,Long Term (8+ yrs),4,Experienced Mover (3-5),16,2,No,No
57,Veteran,Male,Married,Master,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,1,Nearby,6755,Senior Level,11,Standard Hike (11-15%),0,Satisfied,Engaged,Excellent,Good,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),2,Early Career Mover (1-2),15,2,No,No
40,Senior,Female,Married,Master,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,10,Moderate,2213,Entry Level,13,Standard Hike (11-15%),1,Satisfied,Highly Engaged,Excellent,Good,Good,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),3,Experienced Mover (3-5),10,3,Yes,No
21,Early Career,Male,Single,College,Medical,Sales,Sales Representative,1,Non-Travel,9,Moderate,2610,Entry Level,24,Excellent Hike (20+%),0,Highly Satisfied,Engaged,Below Standard,Good,Fair,Outstanding,3,Established,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),3,3,No,No
33,Mid Career,Female,Single,Bachelor,Marketing,Sales,Sales Representative,1,Travel_Rarely,5,Nearby,2851,Entry Level,13,Standard Hike (11-15%),0,Satisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,2,Yes,Yes
37,Senior,Female,Married,Bachelor,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,10,Moderate,3452,Mid Level,20,Good Hike (16-20%),1,Dissatisfied,Engaged,Above Standard,Fair,Good,Outstanding,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),6,Frequent Mover (6+),17,3,No,No
46,Experienced,Female,Married,Master,Medical,Research & Development,Manufacturing Director,2,Non-Travel,7,Moderate,5258,Mid Level,14,Standard Hike (11-15%),0,Satisfied,Engaged,Above Standard,Good,Excellent,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),2,Early Career Mover (1-2),7,2,No,No
41,Senior,Male,Single,Bachelor,Marketing,Sales,Sales Executive,2,Travel_Frequently,4,Nearby,9355,Senior Level,18,Good Hike (16-20%),0,Content,Engaged,Below Standard,Good,Good,Exceeds Expectations,8,Experienced,7,Stagnant Risk (5-7 yrs),7,Critically Overdue (7+ yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),8,5,No,Yes
50,Experienced,Male,Single,Bachelor,Technical Degree,Research & Development,Healthcare Representative,3,Travel_Rarely,10,Moderate,10496,Executive Level,15,Standard Hike (11-15%),0,Highly Satisfied,Casually Engaged,Excellent,Excellent,Good,Exceeds Expectations,4,Established,3,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),6,Frequent Mover (6+),20,2,No,No
40,Senior,Male,Married,College,Marketing,Sales,Sales Executive,2,Travel_Rarely,22,Far,6380,Senior Level,12,Standard Hike (11-15%),2,Satisfied,Casually Engaged,Above Standard,Poor,Good,Exceeds Expectations,6,Experienced,4,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),2,Early Career Mover (1-2),8,6,Yes,Yes
31,Mid Career,Male,Single,Master,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,9,Moderate,2657,Entry Level,16,Good Hike (16-20%),0,Content,Casually Engaged,Above Standard,Excellent,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),0,First Job,3,5,Yes,No
21,Early Career,Female,Single,Bachelor,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,12,Moderate,2716,Entry Level,15,Standard Hike (11-15%),0,Content,Highly Engaged,Above Standard,Excellent,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,0,No,Yes
29,Mid Career,Male,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,23,Far,2201,Entry Level,16,Good Hike (16-20%),0,Highly Satisfied,Engaged,Excellent,Excellent,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),9,Frequent Mover (6+),6,4,No,No
35,Mid Career,Male,Single,Master,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,9,Moderate,6540,Senior Level,19,Good Hike (16-20%),0,Content,Casually Engaged,Above Standard,Good,Good,Exceeds Expectations,1,New Joinee,1,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),9,Frequent Mover (6+),10,5,No,No
27,Mid Career,Male,Divorced,College,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,1,Nearby,3816,Mid Level,11,Standard Hike (11-15%),1,Content,Engaged,Excellent,Fair,Good,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,2,No,No
28,Mid Career,Male,Single,Master,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,9,Moderate,5253,Mid Level,16,Good Hike (16-20%),0,Highly Satisfied,Engaged,Standard,Excellent,Good,Exceeds Expectations,7,Experienced,5,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),7,1,No,No
49,Experienced,Male,Single,Bachelor,Other,Research & Development,Healthcare Representative,3,Travel_Rarely,7,Moderate,10965,Executive Level,24,Excellent Hike (20+%),0,Satisfied,Casually Engaged,Standard,Good,Good,Outstanding,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),8,Frequent Mover (6+),26,2,No,No
51,Experienced,Female,Married,College,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,14,Moderate,4936,Mid Level,11,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Above Standard,Good,Fair,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),4,Experienced Mover (3-5),18,2,No,No
36,Senior,Female,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2,Nearby,2543,Entry Level,13,Standard Hike (11-15%),1,Satisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),6,3,No,No
34,Mid Career,Male,Single,Bachelor,Marketing,Sales,Sales Executive,2,Non-Travel,19,Far,5304,Mid Level,13,Standard Hike (11-15%),0,Highly Satisfied,Highly Engaged,Below Standard,Fair,Fair,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),8,Frequent Mover (6+),9,3,Yes,Yes
55,Experienced,Female,Single,Bachelor,Life Sciences,Research & Development,Manager,4,Travel_Rarely,2,Nearby,16659,Executive Level,13,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Above Standard,Good,Good,Exceeds Expectations,5,Established,4,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),2,Early Career Mover (1-2),30,2,Yes,No
24,Early Career,Female,Divorced,Master,Marketing,Sales,Sales Executive,2,Travel_Rarely,10,Moderate,4260,Mid Level,12,Standard Hike (11-15%),1,Satisfied,Engaged,Excellent,Excellent,Excellent,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,2,Yes,No
30,Mid Career,Male,Married,Below College,Technical Degree,Sales,Sales Representative,1,Travel_Rarely,2,Nearby,2476,Entry Level,18,Good Hike (16-20%),1,Content,Engaged,Above Standard,Poor,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,3,No,No
26,Mid Career,Male,Single,Below College,Technical Degree,Research & Development,Research Scientist,1,Travel_Frequently,3,Nearby,3102,Mid Level,22,Excellent Hike (20+%),0,Dissatisfied,Engaged,Above Standard,Good,Good,Outstanding,6,Experienced,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),0,First Job,7,2,No,Yes
22,Early Career,Female,Married,Bachelor,Medical,Research & Development,Research Scientist,1,Travel_Rarely,11,Moderate,2244,Entry Level,13,Standard Hike (11-15%),1,Content,Engaged,Below Standard,Excellent,Good,Exceeds Expectations,2,New Joinee,1,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),2,1,No,No
36,Senior,Male,Married,College,Medical,Sales,Sales Executive,3,Travel_Rarely,2,Nearby,7596,Senior Level,13,Standard Hike (11-15%),2,Satisfied,Casually Engaged,Standard,Fair,Good,Exceeds Expectations,10,Experienced,9,Critical Risk (8+ yrs),9,Critically Overdue (7+ yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),10,2,No,No
30,Mid Career,Male,Single,Bachelor,Technical Degree,Research & Development,Research Scientist,1,Travel_Frequently,4,Nearby,2285,Entry Level,23,Excellent Hike (20+%),0,Highly Satisfied,Engaged,Above Standard,Good,Good,Outstanding,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),9,Frequent Mover (6+),3,4,Yes,Yes
37,Senior,Female,Divorced,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,14,Moderate,3034,Mid Level,12,Standard Hike (11-15%),1,Dissatisfied,Engaged,Excellent,Good,Fair,Exceeds Expectations,18,Veteran,7,Stagnant Risk (5-7 yrs),12,Critically Overdue (7+ yrs),17,Long Term (8+ yrs),1,Early Career Mover (1-2),18,2,No,No
40,Senior,Female,Divorced,College,Marketing,Sales,Sales Executive,2,Travel_Rarely,2,Nearby,5715,Mid Level,12,Standard Hike (11-15%),2,Content,Engaged,Excellent,Good,Good,Exceeds Expectations,5,Established,4,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),7,Frequent Mover (6+),8,5,No,No
42,Senior,Female,Divorced,Master,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,1,Nearby,2576,Entry Level,16,Good Hike (16-20%),1,Dissatisfied,Engaged,Standard,Fair,Good,Exceeds Expectations,5,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),3,Experienced Mover (3-5),8,5,No,No
37,Senior,Male,Single,Master,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,10,Moderate,4197,Mid Level,12,Standard Hike (11-15%),0,Content,Engaged,Above Standard,Excellent,Fair,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),1,New Relationship (0-1 yrs),2,Early Career Mover (1-2),18,2,Yes,No
43,Senior,Male,Divorced,Bachelor,Life Sciences,Research & Development,Research Director,4,Travel_Rarely,12,Moderate,14336,Executive Level,11,Standard Hike (11-15%),1,Content,Casually Engaged,Below Standard,Good,Good,Exceeds Expectations,25,Veteran,10,Critical Risk (8+ yrs),3,Due for Review (2-3 yrs),9,Long Term (8+ yrs),1,Early Career Mover (1-2),25,3,No,No
40,Senior,Female,Married,Bachelor,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,2,Nearby,3448,Mid Level,22,Excellent Hike (20+%),1,Satisfied,Casually Engaged,Standard,Fair,Good,Outstanding,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),6,Frequent Mover (6+),20,3,No,No
54,Experienced,Male,Married,College,Medical,Research & Development,Research Director,5,Travel_Rarely,5,Nearby,19406,Executive Level,11,Standard Hike (11-15%),1,Dissatisfied,Engaged,Below Standard,Good,Fair,Exceeds Expectations,4,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),24,4,No,No
34,Mid Career,Female,Married,Master,Marketing,Sales,Sales Executive,2,Non-Travel,4,Nearby,6538,Senior Level,15,Standard Hike (11-15%),1,Satisfied,Engaged,Above Standard,Poor,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),9,Frequent Mover (6+),6,3,No,No
31,Mid Career,Female,Married,College,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,7,Moderate,4306,Mid Level,12,Standard Hike (11-15%),1,Dissatisfied,Engaged,Standard,Fair,Poor,Exceeds Expectations,13,Veteran,10,Critical Risk (8+ yrs),3,Due for Review (2-3 yrs),12,Long Term (8+ yrs),1,Early Career Mover (1-2),13,5,No,No
43,Senior,Male,Married,Bachelor,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,21,Far,2258,Entry Level,20,Good Hike (16-20%),1,Highly Satisfied,Engaged,Excellent,Poor,Good,Outstanding,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),7,Frequent Mover (6+),8,1,No,No
43,Senior,Female,Divorced,Master,Other,Research & Development,Healthcare Representative,2,Travel_Rarely,8,Moderate,4522,Mid Level,14,Standard Hike (11-15%),0,Satisfied,Engaged,Above Standard,Excellent,Good,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),8,3,Yes,No
25,Early Career,Female,Single,College,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,4,Nearby,4487,Mid Level,11,Standard Hike (11-15%),0,Highly Satisfied,Casually Engaged,Standard,Fair,Good,Exceeds Expectations,5,Established,4,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,3,Yes,No
